raw_text,aspectTerm,predicted_sentiment,inference_time
This is my favourite place to go for a buffet lunch or dinner in Dhaka..the special nights that they arrange with different cuisines from time to time are also go-worthy! Dont forget to grab a bite if you are in the mood for a buffet😬,"buffet lunch, buffet dinner, cuisines","positive, positive, positive",0.7275824546813965
"It was an amazing experience, great food,great hospitality and great family time. Will visit again next time.","food, hospitality","positive, positive",0.48218250274658203
It was a unbelieveable valentine dinner at Westin dhaka.The embience was excellent.Service was great.,"embience, Service, dinner","positive, positive, positive",0.7516913414001465
It was excellent and very delicious meal that I had with my family. Wonderful that it kept the standard to a high level,meal,positive,0.243088960647583
"They have the best buffet with wider cuisine option from continental to japanese to italian, indian, and what not. Deserts are simply awesome.","buffet, cuisine option, Deserts","positive, positive, positive",0.724625825881958
"This is wonderful to be at a colorful breakfast at Westin Hotel, Dhaka. Today is the first day of the month of Bangla calendar, the beginning of spring.",breakfast,positive,0.25037121772766113
I came my friend purfes the seasonal tastes restaurant .food quality is not well.service is good.nice view.but especially fasta quality disgusting so i decided that next time i will not come here Again,"food quality, service, view","negative, positive, positive",0.6736412048339844
"Foods are nice. Tempura,shushi are good. People are friendl. Environment is good. It’s a nice place to have dinner.","Foods, Tempura,shushi, dinner, Environment","positive, positive, positive, positive, positive",1.2126789093017578
"We come to seasonal taste every month. Good food and environment are the main reason. What makes me amaze the consistency. Whenever we come, we are made comfortable. Recommended!!😊","food, environment","positive, positive",0.5024259090423584
Have stayed at this property numerous times and look forward to breakfast in Seasonal Tastes. Staff focused on service. Even the chef came to my table one morning to suggest a variation of my normal selections.,"Staff, chef, breakfast, service, chef, selections","positive, positive, positive, positive, positive, neutral",1.4635725021362305
It was a nice dinner with my colleague.everyone enjoyed the buffet dinner.food was excellent.service great,"dinner, buffet dinner, food, service","positive, positive, positive, positive",0.9903891086578369
Food was so good. Specially live cooked items. But need to increase some items.environment nice sooo.,"Food, live cooked items, environment","positive, positive, positive",0.7432117462158203
Very nice place for business meeting.Specially the Turkish was excellent .service was great.everything was nice.,"place, service, Turkish","positive, positive, positive",0.7486977577209473
It’s a very friendly place. Foods are really nice. People are friendly. I like the enviourment. I would love to come again.,"Foods, enviourment, place","positive, positive, positive",0.7403168678283691
Buffet restaurant food & service was excellent embience was fantastic.we enjoyed the dinner.everyone was happy.,"Buffet restaurant food, service, dinner, embience","positive, positive, positive, positive",0.9830243587493896
excellent food. they follow the authentic recipes.love to be there. excellent supervising capability of the stuffs.,"food, recipes, stuffs","positive, positive, positive",0.7404465675354004
It was a great dinner with my family we really enjoyed .Service was excellent.Food was great.Everything was fantastic.,"Service, dinner, Food","positive, positive, positive",0.7209081649780273
It was a great experience to dine at Westin dhaka buffet restaurant.Chicken birirani was excellent.nice,"buffet restaurant, Chicken birirani","positive, positive",0.4908323287963867
Indian food was excellent.Not only the Indian food other food was also nice.Service was best in Dhaka.,"Indian food, food, Service","positive, positive, positive",0.7370121479034424
Seasonal tastes restaurant is a best place for dinning with friend.we really enjoyed.everything was nice.,"dining, tastes","positive, positive",0.48147106170654297
